,PRT_ID,AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,DATE_BUILD,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,REG_FEE,COMMIS,SALES_PRICE,record_count,multiple_records
2006-12-30,P09431,Adyar,1277,30,2.0,2.0,4,partial,yes,1968-12-19,house,nosewr ,paved,c,3.8,4.9,4.0,3.5,251387,25139,8379570,1,0
2006-12-31,P09374,Chrompet,1068,141,1.0,1.0,3,normal sale,no,2003-01-01,house,elo,gravel,rl,3.1,4.0,4.7,3.94,254391,145366,9085400,1,0
2007-01-01,P09370,Adyar,1056,83,1.0,1.0,3,partial,yes,1981-01-07,others,nosewr ,paved,rh,2.2,3.4,3.7,3.19,319141,37546,9386490,2,1
2007-01-01,P09372,Anna Nagar,1595,39,1.0,1.0,4,family,yes,1998-01-03,house,elo,paved,rh,4.5,3.6,2.6,3.515,315355,221917,11679830,2,1
2007-01-02,P09369,T Nagar,1850,74,2.0,1.0,5,adjland,yes,1985-01-07,commercial,nosewa,paved,rl,2.5,4.8,4.0,3.75,869438,326039,21735940,1,0
2007-01-03,P09368,Chrompet,1231,161,2.0,1.0,4,adjland,no,1978-01-10,others,elo,gravel,rl,4.4,2.0,3.2,3.08,287600,143800,10271420,2,1
2007-01-03,P09367,Adyar,624,59,1.0,1.0,2,partial,no,1987-01-08,house,nosewr ,paved,i,2.8,4.4,2.5,2.97,161340,5378,5378000,2,1
2007-01-04,P09365,Chrompet,975,147,1.0,1.0,3,abnormal,no,1971-01-13,others,allpub,gravel,rh,4.9,2.9,4.1,3.86,275410,141878,8345750,2,1
2007-01-04,P09366,Chrompet,908,39,1.0,1.0,3,normal sale,no,1971-01-13,others,allpub,paved,rh,4.7,2.0,4.3,3.5,188674,37735,7546960,2,1
2007-01-05,P09362,Chrompet,932,58,1.0,1.0,3,family,yes,1977-01-12,house,elo,gravel,rl,3.5,2.1,5.0,3.39,267741,142795,8924700,2,1
2007-01-05,P09363,Chrompet,737,79,1.0,1.0,2,family,no,1976-01-13,commercial,elo,no access,rm,3.9,2.5,4.9,3.64,263369,150497,9406050,2,1
2007-01-06,P09361,Chrompet,1067,101,1.0,1.0,3,partial,yes,1987-01-11,house,elo,paved,rl,3.4,2.5,3.2,2.98,232066,44628,8925600,1,0
2007-01-07,P09357,Chrompet,1083,31,1.0,1.0,3,partial,no,1974-01-15,others,elo,gravel,rm,2.1,4.8,2.7,3.36,247506,123753,9519460,4,1
2007-01-07,P09353,Velachery,1692,145,2.0,1.0,4,partial,no,1972-01-16,others,elo,paved,rh,2.6,2.4,4.3,3.02,344772,88403,8840300,4,1
2007-01-07,P09352,Velachery,1895,197,3.0,2.0,5,normal sale,yes,1982-01-13,commercial,elo,paved,rl,4.7,2.3,3.3,3.2,612998,182243,16567500,4,1
2007-01-07,P09358,Chrompet,1142,131,1.0,1.0,3,abnormal,yes,1999-01-09,others,nosewr ,gravel,rm,2.2,3.3,4.9,3.45,338069,128233,11657540,4,1
2007-01-08,P09347,Velachery,1519,109,2.0,1.0,4,partial,yes,1963-01-19,commercial,allpub,no access,rh,3.4,4.0,4.0,3.85,405836,114141,12682380,4,1
2007-01-08,P09349,Adyar,1033,86,1.0,1.0,3,adjland,yes,1984-01-14,house,elo,paved,c,3.5,2.7,3.9,3.54,239881,31984,7996045,4,1
2007-01-08,P09350,Adyar,628,121,1.0,1.0,2,abnormal,yes,1991-01-12,others,elo,no access,rl,2.8,2.5,3.7,3.19,281331,45621,7603540,4,1
2007-01-08,P09348,Velachery,1693,157,2.0,1.0,4,abnormal,no,1960-01-20,house,elo,paved,a,2.9,3.1,2.5,2.87,223392,70209,6382640,4,1
2007-01-09,P09411,Anna Nagar,1986,26,2.0,1.0,5,abnormal,no,1995-12-22,commercial,allpub,gravel,rh,4.9,4.2,2.5,3.765,760122,304049,21717770,1,0
2007-01-10,P09344,Chrompet,1190,56,1.0,1.0,3,abnormal,no,1974-01-18,commercial,allpub,paved,rh,3.3,4.0,2.5,3.34,315794,164213,12631750,2,1
2007-01-10,P09345,T Nagar,1888,152,2.0,1.0,5,family,yes,1969-01-19,house,nosewa,gravel,rl,4.0,4.2,3.8,3.96,344124,110120,13764960,2,1
2007-01-11,P09342,Chrompet,1000,2,1.0,1.0,3,partial,yes,2000-01-13,house,allpub,gravel,rl,2.2,3.3,2.6,2.76,309800,77450,9681250,1,0
2007-01-12,P09340,Anna Nagar,1707,184,1.0,1.0,4,normal sale,no,1997-01-14,commercial,elo,gravel,rm,3.2,2.9,3.3,3.165,605765,323074,20192150,4,1
2007-01-12,P09337,Velachery,1898,108,3.0,2.0,5,adjland,yes,1969-01-21,commercial,elo,no access,rm,3.9,2.7,4.4,3.51,581625,332357,16617860,4,1
2007-01-12,P09338,Adyar,840,97,1.0,1.0,3,normal sale,yes,1972-01-21,house,nosewa,no access,rm,2.7,4.4,3.3,3.34,274318,34290,8572425,4,1
2007-01-12,P09336,Velachery,1877,30,3.0,2.0,5,normal sale,no,1955-01-25,house,nosewr ,gravel,i,2.8,2.4,3.8,2.92,264367,167433,8812240,4,1
2007-01-13,P09393,Velachery,1739,57,2.0,1.0,4,partial,no,1970-01-01,commercial,nosewa,paved,a,4.3,2.0,3.4,3.0,363636,234604,11730190,1,0
2007-01-14,P09332,T Nagar,1562,3,1.0,1.0,4,normal sale,yes,1997-01-16,house,nosewa,no access,rl,4.7,2.5,4.3,3.97,441717,131321,11938300,1,0
2007-01-15,P09330,Anna Nagar,1537,16,1.0,1.0,4,adjland,no,1992-01-19,commercial,allpub,paved,rh,4.8,3.4,4.0,4.13,706816,123693,17670400,1,0
2007-01-16,P09328,Anna Nagar,1894,98,2.0,1.0,5,family,yes,1969-01-25,house,nosewr ,paved,rh,3.5,4.6,2.9,3.535,494536,228247,12680410,2,1
2007-01-16,P09327,Adyar,611,117,1.0,1.0,2,normal sale,no,1972-01-25,commercial,elo,no access,rl,2.3,2.3,3.3,2.8,313501,16500,8250025,2,1
2007-01-17,P09320,Velachery,1628,2,2.0,1.0,4,adjland,no,1982-01-23,house,allpub,no access,c,4.3,2.6,2.7,3.06,259040,115129,7195550,5,1
2007-01-17,P09324,Chrompet,1172,77,1.0,1.0,3,abnormal,yes,1987-01-22,house,elo,no access,rm,2.7,5.0,4.7,4.22,300750,116419,9701600,5,1
2007-01-17,P09322,Velachery,1511,128,2.0,1.0,4,family,no,1962-01-28,commercial,nosewr ,no access,c,2.2,3.2,2.7,2.8,405284,166270,10391900,5,1
2007-01-17,P09325,Chrompet,714,55,1.0,1.0,2,normal sale,yes,1971-01-26,commercial,elo,no access,rm,3.5,4.7,4.3,4.22,299060,82499,10312400,5,1
2007-01-17,P09321,Velachery,1505,96,2.0,1.0,4,partial,yes,1997-01-19,commercial,elo,no access,i,3.1,4.6,3.2,3.81,445275,98950,12368750,5,1
2007-01-18,P09318,Chrompet,1279,172,2.0,1.0,4,adjland,yes,1987-01-23,commercial,nosewr ,gravel,rl,2.6,4.8,3.7,3.81,416692,144239,16026600,3,1
2007-01-18,P09316,Velachery,1704,154,2.0,1.0,4,normal sale,no,1993-01-21,others,nosewa,paved,rh,4.4,4.6,4.7,4.58,353192,196218,9810880,3,1
2007-01-18,P09319,Chrompet,736,42,1.0,1.0,2,partial,yes,1970-01-27,others,nosewr ,gravel,rl,3.9,3.1,4.3,3.7,278060,50556,8426070,3,1
2007-01-19,P09315,Anna Nagar,1980,48,2.0,1.0,5,family,no,1975-01-27,others,elo,gravel,rl,3.3,2.2,4.3,3.425,515980,200659,14332790,2,1
2007-01-19,P09314,T Nagar,1885,117,2.0,1.0,5,abnormal,no,1988-01-24,house,nosewa,no access,rm,4.1,4.4,2.7,3.545,370688,63912,12782330,2,1
2007-01-20,P09313,Chrompet,1055,7,1.0,1.0,3,normal sale,yes,1987-01-25,commercial,nosewa,no access,rh,3.2,4.8,2.6,3.66,350001,181035,12069000,1,0
2007-01-21,P09371,Chrompet,1245,134,2.0,1.0,4,family,yes,1968-01-11,commercial,elo,no access,rl,4.2,3.1,2.4,3.22,355260,136639,13663850,1,0
2007-01-22,P09311,Adyar,871,136,1.0,1.0,3,adjland,no,1990-01-26,commercial,allpub,gravel,c,4.4,4.8,5.0,4.78,381176,152471,10890755,1,0
2007-01-23,P09307,Velachery,1843,148,3.0,2.0,5,normal sale,yes,1988-01-28,others,elo,no access,i,4.9,2.0,3.9,3.3,326046,197604,9880180,1,0
2007-01-24,P09305,Chrompet,1010,23,1.0,1.0,3,family,no,1971-02-02,house,nosewa,gravel,rm,5.0,3.4,4.5,4.21,230558,26603,8867600,1,0
2007-01-25,P09304,Anna Nagar,1979,151,2.0,1.0,5,abnormal,yes,1978-02-01,house,nosewr ,paved,rl,4.8,3.9,4.9,4.615,493571,211530,14102030,1,0
2007-01-26,P09299,Velachery,1531,67,2.0,1.0,4,abnormal,no,1995-01-29,house,nosewa,paved,a,2.6,4.2,4.9,4.01,202360,134907,6745340,1,0
2007-01-27,P09296,Velachery,1948,194,3.0,2.0,5,adjland,no,1968-02-06,others,allpub,paved,rh,3.7,4.4,3.2,3.87,387559,183014,10765530,4,1
2007-01-27,P09298,Anna Nagar,1852,55,2.0,1.0,5,family,no,1977-02-03,house,allpub,no access,rl,3.9,4.6,3.1,3.755,366639,201060,11827050,4,1
2007-01-27,P09297,Chrompet,1276,98,2.0,1.0,4,abnormal,yes,1973-02-04,others,nosewr ,no access,rh,4.2,4.1,4.4,4.22,250006,28847,9615620,4,1
2007-01-27,P09295,Velachery,1641,13,2.0,1.0,4,abnormal,no,1959-02-08,others,nosewa,paved,a,3.2,3.1,3.2,3.16,232203,105547,7036460,4,1
2007-01-28,P09354,Velachery,1748,76,2.0,1.0,4,family,no,1958-01-19,others,elo,no access,rm,4.1,3.7,3.8,3.83,342608,66618,9516880,1,0
2007-01-29,P09291,Chrompet,861,148,1.0,1.0,3,abnormal,yes,2002-01-30,house,allpub,gravel,rl,4.7,4.0,2.0,3.61,247326,114151,9512550,2,1
2007-01-29,P09292,Chrompet,958,119,1.0,1.0,3,partial,no,1989-02-02,commercial,elo,no access,rh,2.0,3.2,4.6,3.26,270035,150020,10001300,2,1
2007-01-30,P09289,Chrompet,1079,171,1.0,1.0,3,partial,yes,1991-02-03,house,elo,paved,rh,4.2,3.5,2.2,3.32,211580,126948,8463200,1,0
2007-01-31,P09285,Adyar,723,49,1.0,1.0,2,family,no,1979-02-07,commercial,elo,gravel,rm,3.6,3.7,3.7,3.67,329098,142609,10969920,1,0
2007-02-01,P09283,Anna Nagar,1599,175,1.0,1.0,4,adjland,no,1988-02-06,house,nosewa,gravel,rm,3.2,4.9,4.6,4.185,335700,167850,12911530,1,0
2007-02-02,P09280,Velachery,1534,189,2.0,1.0,4,adjland,yes,1965-02-12,house,nosewa,no access,rm,2.2,2.7,4.3,3.06,289647,106204,9654890,2,1
2007-02-02,P09281,Chrompet,859,11,1.0,1.0,3,abnormal,yes,1986-02-07,commercial,nosewr ,gravel,rl,2.6,2.2,4.7,3.07,344544,61526,12305150,2,1
2007-02-03,P09279,Adyar,905,86,1.0,1.0,3,family,yes,1973-02-11,commercial,nosewa,no access,i,2.1,2.3,2.5,2.34,340339,123760,10313310,1,0
2007-02-04,P09329,T Nagar,1784,97,1.0,1.0,4,family,yes,1983-01-21,house,elo,paved,rh,2.6,5.0,2.3,3.065,487977,170792,12199430,1,0
2007-02-05,P09273,Chrompet,1250,124,2.0,1.0,4,family,yes,2002-02-06,house,nosewr ,gravel,rh,2.9,3.0,3.9,3.24,327563,133073,10236350,6,1
2007-02-05,P09276,Anna Nagar,1601,142,1.0,1.0,4,adjland,yes,1974-02-13,commercial,elo,paved,rl,2.7,3.5,4.9,3.78,708471,134035,19147860,6,1
2007-02-05,P09274,Chrompet,894,117,1.0,1.0,3,partial,yes,1979-02-12,others,allpub,paved,rl,3.6,3.8,5.0,4.1,235008,153659,9038780,6,1
2007-02-05,P09275,T Nagar,1914,136,2.0,1.0,5,family,no,1999-02-07,others,allpub,no access,rm,3.9,5.0,4.2,4.31,419250,144569,14456880,6,1
2007-02-05,P09272,Velachery,1692,52,2.0,1.0,4,normal sale,no,1984-02-11,house,allpub,gravel,rl,4.7,2.1,4.1,3.35,370480,200259,10012960,6,1
2007-02-05,P09271,Velachery,1590,56,2.0,1.0,4,abnormal,yes,1998-02-07,commercial,nosewr ,no access,rh,2.1,4.2,4.8,3.86,487383,153178,13925230,6,1
2007-02-06,P09270,Adyar,924,100,1.0,1.0,3,family,no,1981-02-12,commercial,allpub,no access,rh,3.7,2.7,3.1,3.2,359448,42288,10571990,1,0
2007-02-07,P09264,Velachery,1841,37,3.0,2.0,5,adjland,yes,1960-02-19,house,allpub,gravel,rl,3.5,3.8,4.3,3.88,356258,183875,11492190,4,1
2007-02-07,P09268,Anna Nagar,1971,72,2.0,1.0,5,adjland,no,1966-02-17,commercial,elo,no access,rm,3.2,3.8,4.9,4.03,786861,170132,21266520,4,1
2007-02-07,P09265,Adyar,831,79,1.0,1.0,3,partial,no,1990-02-11,commercial,nosewr ,gravel,rh,4.4,2.0,3.7,3.57,413807,32669,10889655,4,1
2007-02-07,P09267,Chrompet,1065,117,1.0,1.0,3,partial,no,1996-02-10,commercial,nosewr ,gravel,rh,4.4,4.0,4.2,4.18,332404,135424,12311250,4,1
2007-02-08,P09260,Velachery,1960,21,3.0,2.0,5,normal sale,yes,1952-02-22,commercial,nosewa,gravel,a,2.5,2.8,4.4,3.21,468725,146477,14647650,2,1
2007-02-08,P09262,Adyar,1195,139,1.0,1.0,3,partial,yes,2002-02-09,others,nosewr ,gravel,c,2.2,2.2,3.8,3.0,327780,28922,9640575,2,1
2007-02-09,P09259,Adyar,1109,104,1.0,1.0,3,abnormal,yes,1980-02-16,commercial,elo,gravel,c,2.3,4.7,2.5,2.88,445757,50944,12735905,1,0
2007-02-10,P09309,Adyar,1190,37,1.0,1.0,3,normal sale,yes,1982-01-29,house,nosewr ,no access,rl,2.4,2.4,4.0,3.2,317885,48164,9632875,1,0
2007-02-11,P09256,Adyar,718,196,1.0,1.0,2,adjland,yes,1984-02-17,house,elo,paved,rm,2.8,3.3,2.4,2.7,334430,9039,9038645,2,1
2007-02-11,P09257,Chrompet,1097,31,1.0,1.0,3,normal sale,yes,1992-02-15,commercial,allpub,no access,rh,4.2,4.0,4.3,4.15,370169,165938,12764450,2,1
2007-02-12,P09300,Chrompet,1092,80,1.0,1.0,3,adjland,yes,1967-02-05,commercial,nosewr ,paved,rl,3.2,4.6,2.3,3.49,381035,217734,13608400,1,0
2007-02-13,P09250,Anna Nagar,1941,113,2.0,1.0,5,abnormal,yes,1998-02-15,house,allpub,no access,rh,3.1,3.8,3.7,3.515,471529,196470,13098030,4,1
2007-02-13,P09248,T Nagar,1572,113,1.0,1.0,4,adjland,yes,1989-02-17,commercial,allpub,gravel,rm,2.9,2.7,4.5,3.57,807919,207159,20715860,4,1
2007-02-13,P09245,Chrompet,1180,13,1.0,1.0,3,partial,no,1969-02-22,house,nosewr ,no access,rh,4.8,3.9,2.4,3.72,233063,113000,7062500,4,1
2007-02-13,P09246,Chrompet,793,146,1.0,1.0,2,family,yes,1997-02-15,others,nosewr ,no access,rm,2.1,2.0,3.1,2.36,217563,95728,8702510,4,1
2007-02-14,P09243,Chrompet,1152,62,1.0,1.0,3,normal sale,no,1988-02-19,house,elo,no access,rh,2.1,4.6,5.0,3.97,185471,37094,7418850,2,1
2007-02-14,P09244,Chrompet,919,70,1.0,1.0,3,abnormal,no,2000-02-16,commercial,allpub,gravel,rl,4.8,3.0,2.2,3.3,352572,60788,12157650,2,1
2007-02-15,P09238,Velachery,1823,200,3.0,2.0,5,adjland,yes,1963-02-26,house,nosewr ,gravel,i,2.7,4.3,4.9,4.08,409987,143496,10249680,4,1
2007-02-15,P09239,Velachery,1685,116,2.0,1.0,4,partial,no,1955-02-28,others,nosewa,no access,i,2.8,4.1,2.1,3.18,286437,95479,7344540,4,1
2007-02-15,P09241,Chrompet,1126,121,1.0,1.0,3,abnormal,yes,1987-02-20,house,nosewr ,gravel,rl,4.2,3.7,4.0,3.94,325146,50804,10160800,4,1
2007-02-15,P09240,Velachery,1744,55,2.0,1.0,4,abnormal,no,2000-02-17,commercial,nosewr ,no access,rm,4.4,4.8,4.5,4.61,574569,302405,15120240,4,1
2007-02-16,P09235,Adyar,1279,44,2.0,2.0,4,abnormal,no,1990-02-20,commercial,nosewr ,paved,i,2.5,3.2,4.2,3.49,453580,137449,13744855,2,1
2007-02-16,P09237,T Nagar,1882,180,2.0,1.0,5,family,no,1991-02-20,house,allpub,no access,rl,2.6,2.6,4.3,3.365,318133,85651,12235870,2,1
2007-02-17,P09234,Anna Nagar,1628,133,1.0,1.0,4,adjland,no,1997-02-19,house,allpub,gravel,rl,2.8,2.9,2.3,2.625,493410,151819,12651550,1,0
2007-02-18,P09230,Chrompet,1212,40,2.0,1.0,4,abnormal,yes,1996-02-21,commercial,allpub,no access,rl,2.7,3.8,2.0,2.93,385410,57098,14274450,1,0
2007-02-19,P09293,T Nagar,1973,63,2.0,1.0,5,family,yes,1972-02-07,commercial,allpub,gravel,rm,2.6,2.9,4.9,3.71,885666,116535,23307000,1,0
2007-02-20,P09221,Adyar,653,119,1.0,1.0,2,family,yes,1993-02-23,house,nosewr ,gravel,a,3.4,3.6,3.0,3.24,224183,48472,6059010,5,1
2007-02-20,P09226,Anna Nagar,1796,72,1.0,1.0,4,adjland,no,1993-02-23,house,nosewr ,paved,rl,4.1,4.7,2.2,3.49,510175,127544,12754380,5,1
2007-02-20,P09220,Adyar,1036,115,1.0,1.0,3,abnormal,yes,1986-02-25,others,nosewa,paved,rl,2.1,2.7,4.7,3.52,306996,71633,10233215,5,1
2007-02-20,P09225,T Nagar,1741,106,1.0,1.0,4,family,yes,1985-02-25,others,elo,no access,rm,3.1,4.7,4.6,3.5,529177,167109,13925720,5,1
2007-02-20,P09222,Chrompet,963,170,1.0,1.0,3,family,yes,1971-03-01,house,nosewr ,paved,rh,3.6,2.1,3.2,2.88,222432,103272,7944000,5,1
2007-02-21,P09218,Adyar,933,139,1.0,1.0,3,abnormal,no,1996-02-24,house,nosewa,paved,rm,3.8,2.5,4.1,3.69,279687,99244,9022165,1,0
2007-02-22,P09215,Adyar,798,148,1.0,1.0,2,partial,no,1981-02-28,others,elo,paved,i,2.2,4.3,4.5,3.77,209566,50804,6350490,1,0
2007-02-23,P09214,Anna Nagar,1540,85,1.0,1.0,4,normal sale,yes,1991-02-27,others,allpub,gravel,rh,2.7,3.2,2.5,2.745,461526,237356,13186470,2,1
2007-02-23,P09212,Chrompet,982,79,1.0,1.0,3,partial,no,1997-02-25,commercial,elo,gravel,rm,3.9,4.6,4.7,4.42,357720,38327,12775700,2,1
2007-02-24,P09208,Adyar,1245,176,2.0,2.0,4,normal sale,no,2000-02-26,house,elo,no access,i,3.1,5.0,2.2,3.03,234843,78281,7828105,4,1
2007-02-24,P09210,Chrompet,1138,150,1.0,1.0,3,abnormal,yes,1999-02-26,commercial,allpub,no access,rh,2.1,2.2,4.3,2.8,365086,182543,13038800,4,1
2007-02-24,P09211,Anna Nagar,1794,10,1.0,1.0,4,partial,yes,1993-02-27,house,allpub,paved,rh,4.8,2.9,5.0,4.405,316341,177151,12653630,4,1
2007-02-24,P09207,Velachery,1966,35,3.0,2.0,5,abnormal,yes,2000-02-26,house,nosewa,no access,i,2.8,3.0,3.8,3.19,386602,115980,9665040,4,1
2007-02-25,P09204,Chrompet,867,139,1.0,1.0,3,normal sale,no,1987-03-02,commercial,nosewr ,no access,rm,5.0,3.0,3.4,3.72,285849,32983,10994200,3,1
2007-02-25,P09206,Anna Nagar,1724,136,1.0,1.0,4,abnormal,no,1991-03-01,others,elo,paved,rh,4.5,3.9,2.7,3.63,444151,160388,12337540,3,1
2007-02-25,P09205,Chrompet,1207,68,2.0,1.0,4,normal sale,no,1990-03-01,commercial,nosewr ,no access,rh,4.6,4.0,3.8,4.12,326117,50172,12542950,3,1
2007-02-26,P09203,Anna Nagar,1691,145,1.0,1.0,4,adjland,no,2002-02-27,house,nosewr ,paved,rh,3.2,3.1,3.9,3.455,414937,59277,11855350,1,0
2007-02-27,P09202,Chrompet,1175,29,1.0,1.0,3,family,yes,1979-03-06,house,allpub,paved,rl,3.5,4.9,3.9,4.18,302517,58552,9758600,2,1
2007-02-27,P09201,Chrompet,838,136,1.0,1.0,3,family,yes,1976-03-06,house,elo,paved,rm,3.3,4.9,2.3,3.64,278056,121650,8689250,2,1
2007-02-28,P09199,Chrompet,1126,194,1.0,1.0,3,abnormal,yes,1984-03-05,house,elo,gravel,rh,4.9,2.0,4.5,3.62,250615,139231,9282050,1,0
2007-03-01,P09198,T Nagar,1709,140,1.0,1.0,4,abnormal,no,1989-03-05,commercial,allpub,paved,rm,3.5,2.6,3.8,3.41,538895,139713,19959060,2,1
2007-03-01,P09197,Chrompet,892,97,1.0,1.0,3,normal sale,no,1975-03-09,commercial,nosewr ,gravel,rh,2.8,2.0,4.2,2.9,290336,118285,10753200,2,1
2007-03-02,P09258,Velachery,1764,28,2.0,1.0,4,adjland,no,1954-02-22,commercial,allpub,no access,rm,4.5,2.5,3.4,3.27,440633,279067,14687760,1,0
2007-03-03,P09194,Chrompet,1064,2,1.0,1.0,3,adjland,yes,1988-03-07,commercial,nosewr ,gravel,rl,4.1,4.1,2.3,3.56,400004,214288,14285850,2,1
2007-03-03,P09195,Chrompet,996,78,1.0,1.0,3,family,no,1985-03-08,others,elo,gravel,rl,4.1,4.9,2.6,3.97,295007,151974,8939620,2,1
2007-03-04,P09190,Velachery,1756,172,2.0,1.0,4,abnormal,yes,1963-03-15,commercial,nosewr ,gravel,i,2.9,4.3,4.0,3.86,459807,266985,14832480,2,1
2007-03-04,P09192,Anna Nagar,1771,37,1.0,1.0,4,family,no,1965-03-14,house,allpub,paved,rh,2.1,4.7,4.6,3.75,322583,122359,11123540,2,1
2007-03-05,P09189,Anna Nagar,1864,184,2.0,1.0,5,family,yes,1997-03-07,others,nosewr ,paved,rm,3.3,3.7,4.7,3.96,575606,124455,15556920,4,1
2007-03-05,P09187,T Nagar,1837,81,2.0,1.0,5,adjland,yes,1978-03-12,house,elo,no access,rl,4.3,4.1,4.8,4.475,488298,105578,13197230,4,1
2007-03-05,P09188,Anna Nagar,1878,44,2.0,1.0,5,adjland,yes,2001-03-06,others,nosewr ,no access,rm,4.3,2.1,2.0,2.83,588854,263435,15496160,4,1
2007-03-05,P09186,Chrompet,730,4,1.0,1.0,2,abnormal,yes,1989-03-09,others,elo,paved,rm,4.8,3.6,4.4,4.2,242260,89726,8972600,4,1
2007-03-06,P09183,Chrompet,1268,40,2.0,1.0,4,partial,yes,1988-03-10,house,nosewa,gravel,rm,2.5,2.6,4.0,2.99,362427,153757,10982650,2,1
2007-03-06,P09182,Chrompet,1217,97,2.0,1.0,4,adjland,yes,1988-03-10,others,nosewa,paved,rh,2.8,3.4,3.0,3.1,279146,144742,10338740,2,1
2007-03-07,P09180,Chrompet,1226,91,2.0,1.0,4,abnormal,yes,1967-03-17,house,nosewr ,no access,rm,4.7,4.5,4.9,4.68,325538,138107,9864800,2,1
2007-03-07,P09179,Adyar,883,2,1.0,1.0,3,partial,no,1989-03-11,others,elo,paved,c,4.8,3.0,3.7,3.89,216844,44644,6377770,2,1
2007-03-08,P09178,Velachery,1669,2,2.0,1.0,4,normal sale,no,1958-03-20,others,nosewa,paved,a,4.8,3.8,2.3,3.6,230177,122282,7193030,1,0
2007-03-09,P09177,Anna Nagar,1969,117,2.0,1.0,5,partial,yes,1985-03-14,others,elo,no access,rl,4.9,3.6,4.3,4.335,514784,100097,14299560,4,1
2007-03-09,P09175,Chrompet,876,43,1.0,1.0,3,normal sale,no,1983-03-15,house,elo,no access,rm,3.2,5.0,2.5,3.71,231967,119725,7482800,4,1
2007-03-09,P09176,Anna Nagar,1984,155,2.0,1.0,5,adjland,no,1985-03-14,others,nosewa,paved,rh,2.6,3.1,2.7,2.765,375983,97477,13925310,4,1
2007-03-09,P09174,Adyar,944,97,1.0,1.0,3,abnormal,no,1983-03-15,others,allpub,no access,i,2.3,3.7,2.7,2.78,246014,91376,7028960,4,1
2007-03-10,P09229,Chrompet,755,56,1.0,1.0,2,abnormal,no,1989-02-22,others,allpub,gravel,rh,4.6,3.1,3.5,3.67,250597,129095,7593850,1,0
2007-03-11,P09170,Velachery,1704,66,2.0,1.0,4,adjland,no,1980-03-17,house,elo,paved,c,3.7,4.7,2.2,3.7,257781,156231,7811540,1,0
2007-03-12,P09164,Velachery,1672,190,2.0,1.0,4,abnormal,yes,1963-03-23,house,nosewa,paved,a,4.3,2.8,4.1,3.57,240385,142729,7512030,4,1
2007-03-12,P09169,Chrompet,1039,39,1.0,1.0,3,family,no,1986-03-17,others,elo,no access,rh,4.5,2.8,2.4,3.19,198525,51469,7352780,4,1
2007-03-12,P09168,Chrompet,1180,16,1.0,1.0,3,partial,no,1980-03-18,others,nosewa,gravel,rh,2.4,3.5,4.4,3.44,293365,44449,8889850,4,1
2007-03-12,P09165,Velachery,1749,177,2.0,1.0,4,normal sale,no,1989-03-16,others,nosewa,paved,rl,2.4,2.1,3.2,2.51,378768,184265,10236960,4,1
2007-03-13,P09163,Chrompet,802,163,1.0,1.0,3,normal sale,yes,2000-03-14,house,elo,no access,rh,4.1,4.7,3.3,4.1,219626,58567,7320850,1,0
2007-03-14,P09162,Anna Nagar,1809,18,2.0,1.0,5,abnormal,no,1968-03-23,house,elo,paved,rm,4.6,4.7,3.1,4.025,490438,163479,12575330,2,1
2007-03-14,P09161,Adyar,845,122,1.0,1.0,3,abnormal,yes,1992-03-17,others,nosewr ,no access,rh,4.5,4.4,4.0,4.23,285499,125955,8397025,2,1
2007-03-15,P09158,Chrompet,1121,158,1.0,1.0,3,partial,no,1984-03-20,house,allpub,gravel,rh,2.2,3.6,4.0,3.3,215489,132609,8288050,2,1
2007-03-15,P09157,Chrompet,1252,54,2.0,1.0,4,normal sale,yes,1988-03-19,commercial,nosewa,paved,rl,3.6,4.5,2.7,3.69,491781,223537,14902450,2,1
2007-03-16,P09213,Anna Nagar,1952,53,2.0,1.0,5,adjland,yes,1965-03-05,commercial,allpub,no access,rh,3.9,2.6,2.4,3.5,693887,126161,21026890,1,0
2007-03-17,P09151,Velachery,1798,74,2.0,1.0,4,abnormal,no,1986-03-22,others,allpub,no access,a,2.1,4.8,3.2,3.65,247375,108227,7730470,4,1
2007-03-17,P09154,Anna Nagar,1793,123,1.0,1.0,4,abnormal,no,1985-03-22,others,nosewr ,paved,rl,5.0,4.8,2.4,3.91,468851,93770,13395730,4,1
2007-03-17,P09152,Chrompet,878,191,1.0,1.0,3,partial,no,1980-03-23,commercial,elo,no access,rh,4.5,4.0,2.0,3.55,259225,74064,9258050,4,1
2007-03-17,P09153,Anna Nagar,1519,121,1.0,1.0,4,abnormal,no,1975-03-25,others,nosewr ,gravel,rl,2.2,4.8,3.8,3.49,419435,209717,12336310,4,1
2007-03-18,P09149,Adyar,1023,198,1.0,1.0,3,family,no,1994-03-21,commercial,allpub,gravel,i,3.5,3.7,2.7,3.14,484596,181723,12114895,2,1
2007-03-18,P09148,Velachery,1924,182,3.0,2.0,5,family,no,1961-03-29,commercial,nosewa,paved,a,3.7,4.5,3.3,3.94,456516,156520,13043320,2,1
2007-03-19,P09147,T Nagar,1924,139,2.0,1.0,5,family,no,1975-03-27,others,allpub,paved,rl,2.0,2.0,2.2,2.09,372072,179146,13780460,1,0
